ATF	1.0
30	41    
"Type=GenePix Export 3"
"DateTime=2016/05/05 18:23:45"
"Settings=C:\Documents and Settings\GenePix\Desktop\Lab 3044\Margreet\Block setttings\3x8-22x18 HMO 3rd-3.gps"
"GalFile="
"PixelSize=5"
"Wavelengths=635"
"ImageFiles=C:\Documents and Settings\GenePix\Desktop\Lab 3044\Anthony\05_04_2016\10087926_gain 400.tif 1"
"NormalizationMethod=None"
"NormalizationFactors=1"
"JpegImage="
"StdDev=Type 1"
"RatioFormulations=W1/W2 (635/#2)"
"FeatureType=Circular"
"Barcode="
"BackgroundSubtraction=LocalFeature"
"ImageOrigin=45, 0"
"JpegOrigin=45, 715"
"Creator=GenePix Pro 7.2.29.002"
"Scanner=GenePix 4000B [86761]"
"FocusPosition=0"
"Temperature=0"
"LinesAveraged=1"
"Comment="
"PMTGain=400"
"ScanPower=100"
"LaserPower=3.32"
"Filters=<Empty>"
"ScanRegion=9,0,4400,14300"
"ScanArea=1"
"Supplier="
"Flags"	"Normalize"	"Autoflag"	"Block"	"Column"	"Row"	"Name"	"ID"	"X"	"Y"	"Dia."	"F635 Median"	"F635 Mean"	"F635 SD"	"F635 CV"	"B635"	"B635 Median"	"B635 Mean"	"B635 SD"	"B635 CV"	"% > B635+1SD"	"% > B635+2SD"	"F635 % Sat."	"F635 Total Intensity"	"SNR 635"	"Ratio of Medians (635/#2)"	"Ratio of Means (635/#2)"	"Median of Ratios (635/#2)"	"Mean of Ratios (635/#2)"	"Ratios SD (635/#2)"	"Rgn Ratio (635/#2)"	"Rgn R2 (635/#2)"	"Log Ratio (635/#2)"	"F635 Median - B635"	"F635 Mean - B635"	"Sum of Medians (635/#2)"	"Sum of Means (635/#2)"	"F Pixels"	"B Pixels"	"Circularity"	"Index"
0	0	0	19	17	7	""	""	4545	56725	200	27	27	5	18	27	27	27	5	18	14	1	0	34653	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Error	0	0	0	0	1272	3908	100	7253
0	0	0	19	18	7	""	""	4805	56725	200	28	28	5	17	27	27	28	6	21	12	1	0	35160	0.000	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	1	1	1	1	1272	4520	100	7254
0	0	0	19	1	8	""	""	355	56915	200	26	26	8	30	25	25	25	4	16	17	4	0	33272	0.250	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	1	1	1	1	1272	4017	100	7255
0	0	0	19	2	8	""	""	555	56915	200	26	26	6	23	25	25	25	4	16	13	4	0	32660	0.250	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	1	1	1	1	1272	3143	100	7256
0	0	0	19	3	8	""	""	795	56935	200	25	25	5	20	24	24	24	4	16	14	2	0	31280	0.250	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	1	1	1	1	1272	3893	100	7257
0	0	0	19	4	8	""	""	1055	56915	200	25	25	4	16	24	24	24	4	16	19	5	0	32057	0.250	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	1	1	1	1	1272	4363	100	7258
0	0	0	19	5	8	""	""	1320	56920	200	25	25	4	16	24	24	24	4	16	17	4	0	31536	0.250	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	1	1	1	1	1272	4117	100	7259
0	0	0	19	6	8	""	""	1585	56935	200	26	28	34	121	25	25	25	8	32	7	2	0	35816	0.375	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	1	3	1	3	1272	4704	100	7260
0	0	0	19	7	8	""	""	1945	56985	200	26	28	26	92	25	25	26	12	46	2	2	0	35501	0.167	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	1	3	1	3	1272	4923	100	7261
0	0	0	19	8	8	""	""	2205	56985	200	26	27	12	44	26	26	26	11	42	2	1	0	34297	0.091	0.000	100000.000	0.000	0.000	0.000	0.000	0.000	Error	0	1	0	1	1272	4311	100	7262
0	0	0	19	9	8	""	""	2465	56985	200	27	28	16	57	26	26	27	7	25	10	2	0	35483	0.143	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	1	2	1	2	1272	4311	100	7263
0	0	0	19	10	8	""	""	2725	56985	200	28	29	7	24	27	27	28	6	21	19	4	0	36834	0.167	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	1	2	1	2	1272	4311	100	7264
0	0	0	19	11	8	""	""	2985	56985	200	28	29	5	17	27	27	29	21	72	1	0	0	36760	0.000	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	1	2	1	2	1272	4311	100	7265
0	0	0	19	12	8	""	""	3245	56985	200	27	28	12	42	27	27	29	22	75	1	1	0	35727	-0.045	0.000	100000.000	0.000	0.000	0.000	0.000	0.000	Error	0	1	0	1	1272	4316	100	7266
0	0	0	19	13	8	""	""	3505	56985	200	29	36	70	194	27	27	28	7	25	17	5	0	45989	1.143	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	2	9	2	9	1272	3908	100	7267
0	0	0	19	14	8	""	""	3765	56985	200	27	27	5	18	27	27	28	6	21	11	1	0	34849	-0.167	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Error	0	0	0	0	1272	3908	100	7268
0	0	0	19	15	8	""	""	4025	56985	200	27	27	5	18	27	27	27	5	18	12	1	0	34004	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Error	0	0	0	0	1272	3908	100	7269
0	0	0	19	16	8	""	""	4285	56985	200	28	28	10	35	27	27	28	6	21	13	1	0	35879	0.000	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	1	1	1	1	1272	3908	100	7270
0	0	0	19	17	8	""	""	4545	56985	200	27	27	5	18	27	27	27	6	22	9	1	0	34679	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Error	0	0	0	0	1272	3908	100	7271
0	0	0	19	18	8	""	""	4805	56985	200	27	27	6	22	27	27	27	5	18	13	0	0	34693	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Error	0	0	0	0	1272	4520	100	7272
0	0	0	19	1	9	""	""	385	57245	200	25	25	4	16	25	25	25	5	20	9	1	0	32242	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Error	0	0	0	0	1272	5030	100	7273
0	0	0	19	2	9	""	""	645	57245	200	25	25	4	16	25	25	24	4	16	9	2	0	31432	0.250	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Error	0	0	0	0	1272	4250	100	7274
0	0	0	19	3	9	""	""	885	57245	200	25	25	5	20	24	24	24	4	16	13	3	0	31192	0.250	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	1	1	1	1	1272	4359	100	7275
0	0	0	19	4	9	""	""	1165	57245	200	25	25	7	28	24	24	24	4	16	16	4	0	31951	0.250	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	1	1	1	1	1272	4654	100	7276
0	0	0	19	5	9	""	""	1425	57245	200	25	25	5	20	25	25	24	4	16	10	3	0	31638	0.250	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Error	0	0	0	0	1272	4436	100	7277
0	0	0	19	6	9	""	""	1685	57245	200	25	25	5	20	25	25	25	5	20	7	1	0	31782	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Error	0	0	0	0	1272	4385	100	7278
0	0	0	19	7	9	""	""	1945	57245	200	26	26	8	30	25	25	26	11	42	2	1	0	32959	0.000	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	1	1	1	1	1272	3908	100	7279
0	0	0	19	8	9	""	""	2205	57245	200	25	25	4	16	25	25	26	11	42	0	0	0	31829	-0.091	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Error	0	0	0	0	1272	3908	100	7280
0	0	0	19	9	9	""	""	2465	57245	200	27	27	6	22	26	26	29	46	158	0	0	0	34869	-0.043	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	1	1	1	1	1272	3908	100	7281
0	0	0	19	10	9	""	""	2725	57245	200	29	30	10	33	27	27	30	46	153	0	0	0	38670	0.000	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	2	3	2	3	1272	3862	100	7282
0	0	0	19	11	9	""	""	2985	57245	200	29	33	35	106	27	27	28	7	25	20	6	0	41518	0.714	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	2	6	2	6	1272	3874	100	7283
0	0	0	19	12	9	""	""	3245	57245	200	27	27	5	18	27	27	27	6	22	8	0	0	34099	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Error	0	0	0	0	1272	3908	100	7284
0	0	0	19	13	9	""	""	3505	57245	200	27	28	5	17	27	27	27	6	22	13	2	0	35092	0.167	0.000	100000.000	0.000	0.000	0.000	0.000	0.000	Error	0	1	0	1	1272	3715	100	7285
0	0	0	19	14	9	""	""	3765	57245	200	28	28	6	21	28	28	29	17	58	1	0	0	36166	-0.059	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Error	0	0	0	0	1272	3774	100	7286
0	0	0	19	15	9	""	""	4025	57245	200	28	28	4	14	27	27	28	10	35	1	0	0	35148	0.000	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	1	1	1	1	1272	3877	100	7287
0	0	0	19	16	9	""	""	4285	57245	200	27	27	6	22	27	27	28	7	25	5	0	0	34864	-0.143	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Error	0	0	0	0	1272	3923	100	7288
0	0	0	19	17	9	""	""	4545	57245	200	27	28	5	17	27	27	27	5	18	17	2	0	35231	0.200	0.000	100000.000	0.000	0.000	0.000	0.000	0.000	Error	0	1	0	1	1272	3740	100	7289
0	0	0	19	18	9	""	""	4805	57245	200	28	32	60	187	27	27	27	5	18	19	3	0	40757	1.000	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	1	5	1	5	1272	4474	100	7290
0	0	0	19	1	10	""	""	385	57505	200	26	27	17	62	25	25	26	6	23	12	3	0	34504	0.167	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	1	2	1	2	1272	4520	100	7291
0	0	0	19	2	10	""	""	645	57505	200	25	25	4	16	25	25	25	7	28	3	0	0	31481	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Error	0	0	0	0	1272	3898	100	7292
0	0	0	19	3	10	""	""	905	57505	200	24	24	4	16	24	24	24	6	25	5	0	0	30716	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Error	0	0	0	0	1272	3916	100	7293
0	0	0	19	4	10	""	""	1165	57505	200	25	24	4	16	25	25	24	4	16	9	2	0	31073	0.000	0.000	100000.000	0.000	0.000	0.000	0.000	0.000	Error	0	-1	0	-1	1272	3908	100	7294
0	0	0	19	5	10	""	""	1425	57505	200	25	25	6	24	25	25	24	4	16	10	2	0	31611	0.250	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Error	0	0	0	0	1272	3908	100	7295
0	0	0	19	6	10	""	""	1685	57505	200	25	25	4	16	25	25	25	5	20	6	0	0	31250	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Error	0	0	0	0	1272	3908	100	7296
0	0	0	19	7	10	""	""	1945	57505	200	26	27	18	66	25	25	25	5	20	14	2	0	34134	0.400	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	1	2	1	2	1272	3908	100	7297
0	0	0	19	8	10	""	""	2205	57505	200	26	27	16	59	25	25	25	5	20	16	3	0	33933	0.400	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	1	2	1	2	1272	3908	100	7298
0	0	0	19	9	10	""	""	2465	57505	200	26	26	5	19	26	26	28	45	160	0	0	0	33620	-0.044	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Error	0	0	0	0	1272	4149	100	7299
0	0	0	19	10	10	""	""	2755	57500	200	31	32	10	31	27	27	28	8	28	27	9	0	41276	0.500	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	4	5	4	5	1272	3671	100	7300
0	0	0	19	11	10	""	""	2960	57505	200	28	29	6	20	27	27	27	7	25	16	2	0	36734	0.286	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	1	2	1	2	1272	3649	100	7301
0	0	0	19	12	10	""	""	3245	57505	200	28	30	7	23	26	26	27	5	18	31	13	0	37545	0.600	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	2	4	2	4	1272	4395	100	7302
0	0	0	19	13	10	""	""	3540	57480	200	28	29	6	20	27	27	27	6	22	18	4	0	36335	0.333	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	1	2	1	2	1272	3793	100	7303
0	0	0	19	14	10	""	""	3765	57505	200	28	29	9	31	27	27	28	15	53	2	0	0	36284	0.067	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	1	2	1	2	1272	3616	100	7304
0	0	0	19	15	10	""	""	4025	57505	200	30	33	27	81	27	27	28	11	39	17	5	0	42118	0.455	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	3	6	3	6	1272	3648	100	7305
0	0	0	19	16	10	""	""	4255	57505	200	29	31	13	41	27	27	28	7	25	21	10	0	39827	0.429	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	2	4	2	4	1272	3969	100	7306
0	0	0	19	17	10	""	""	4560	57485	200	29	30	7	23	27	27	28	5	17	31	9	0	37926	0.400	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	2	3	2	3	1272	4093	100	7307
0	0	0	19	18	10	""	""	4805	57505	200	28	28	6	21	28	28	28	5	17	15	2	0	36133	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Error	0	0	0	0	1272	4399	100	7308
0	0	0	19	1	11	""	""	385	57765	200	26	27	6	22	25	25	26	8	30	7	1	0	33864	0.125	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	1	2	1	2	1272	4520	100	7309
0	0	0	19	2	11	""	""	645	57765	200	25	25	4	16	25	25	25	8	32	4	0	0	32166	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Error	0	0	0	0	1272	3890	100	7310
0	0	0	19	3	11	""	""	905	57765	200	25	25	4	16	24	24	24	6	25	10	1	0	31921	0.167	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	1	1	1	1	1272	3700	100	7311
0	0	0	19	4	11	""	""	1165	57765	200	25	26	5	19	25	25	24	4	16	14	6	0	32441	0.500	0.000	100000.000	0.000	0.000	0.000	0.000	0.000	Error	0	1	0	1	1272	4106	100	7312
0	0	0	19	5	11	""	""	1425	57765	200	25	26	5	19	25	25	24	4	16	16	6	0	32637	0.500	0.000	100000.000	0.000	0.000	0.000	0.000	0.000	Error	0	1	0	1	1272	3898	100	7313
0	0	0	19	6	11	""	""	1685	57765	200	25	27	19	70	25	25	24	4	16	19	7	0	34391	0.750	0.000	100000.000	0.000	0.000	0.000	0.000	0.000	Error	0	2	0	2	1272	3916	100	7314
0	0	0	19	7	11	""	""	1945	57765	200	26	26	5	19	25	25	25	5	20	12	2	0	32614	0.200	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	1	1	1	1	1272	3908	100	7315
0	0	0	19	8	11	""	""	2205	57765	200	26	27	7	25	25	25	25	5	20	17	4	0	34248	0.400	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	1	2	1	2	1272	4119	100	7316
0	0	0	19	9	11	""	""	2465	57765	200	27	32	50	156	26	26	26	5	19	19	6	0	40465	1.200	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	1	6	1	6	1272	3908	100	7317
0	0	0	19	10	11	""	""	2725	57765	200	29	31	11	35	26	26	27	6	22	31	8	0	38853	0.667	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	3	5	3	5	1272	3952	100	7318
0	0	0	19	11	11	""	""	2985	57765	200	26	27	5	18	26	26	27	5	18	14	2	0	33890	0.000	0.000	100000.000	0.000	0.000	0.000	0.000	0.000	Error	0	1	0	1	1272	3922	100	7319
0	0	0	19	12	11	""	""	3245	57765	200	28	28	6	21	26	26	27	6	22	21	5	0	36039	0.167	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	2	2	2	2	1272	3908	100	7320
0	0	0	19	13	11	""	""	3505	57765	200	28	30	21	70	27	27	27	6	22	19	7	0	38444	0.500	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	1	3	1	3	1272	4176	100	7321
0	0	0	19	14	11	""	""	3765	57765	200	28	30	8	26	27	27	27	9	33	13	4	0	37800	0.333	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	1	3	1	3	1272	3905	100	7322
0	0	0	19	15	11	""	""	4025	57765	200	28	29	6	20	28	28	37	116	313	0	0	0	37105	-0.069	0.000	100000.000	0.000	0.000	0.000	0.000	0.000	Error	0	1	0	1	1272	3877	100	7323
0	0	0	19	16	11	""	""	4285	57765	200	29	31	12	38	28	28	36	115	319	0	0	0	39378	-0.043	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	1	3	1	3	1272	3923	100	7324
0	0	0	19	17	11	""	""	4545	57765	200	28	29	8	27	27	27	28	5	17	24	6	0	36975	0.200	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	1	2	1	2	1272	4075	100	7325
0	0	0	19	18	11	""	""	4805	57765	200	31	38	40	105	28	28	28	8	28	25	14	0	48187	1.250	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	3	10	3	10	1272	4520	100	7326
0	0	0	19	1	12	""	""	385	58025	200	25	25	5	20	25	25	26	7	26	5	1	0	32371	-0.143	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Error	0	0	0	0	1272	4520	100	7327
0	0	0	19	2	12	""	""	645	58025	200	25	25	4	16	25	25	25	6	24	5	1	0	31697	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Error	0	0	0	0	1272	3648	100	7328
0	0	0	19	3	12	""	""	875	58030	200	25	24	4	16	25	25	24	4	16	7	1	0	30934	0.000	0.000	100000.000	0.000	0.000	0.000	0.000	0.000	Error	0	-1	0	-1	1272	3055	100	7329
0	0	0	19	4	12	""	""	1050	58025	200	24	24	4	16	25	25	24	4	16	7	1	0	30830	0.000	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	-1	-1	-1	-1	1272	3730	100	7330
0	0	0	19	5	12	""	""	1425	58025	200	25	26	27	103	25	25	24	4	16	11	3	0	32959	0.500	0.000	100000.000	0.000	0.000	0.000	0.000	0.000	Error	0	1	0	1	1272	4348	100	7331
0	0	0	19	6	12	""	""	1665	58025	200	25	25	10	40	24	24	24	4	16	15	4	0	32239	0.250	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	1	1	1	1	1272	3896	100	7332
0	0	0	19	7	12	""	""	1945	58025	200	25	25	6	24	25	25	25	4	16	11	3	0	31997	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Error	0	0	0	0	1272	4283	100	7333
0	0	0	19	8	12	""	""	2230	58050	200	25	26	7	26	25	25	25	7	28	7	1	0	32622	0.143	0.000	100000.000	0.000	0.000	0.000	0.000	0.000	Error	0	1	0	1	1272	3770	100	7334
0	0	0	19	9	12	""	""	2465	58025	200	25	26	6	23	26	26	26	7	26	4	1	0	32467	0.000	100000.000	0.000	0.000	0.000	0.000	0.000	0.000	16.610	-1	0	-1	0	1272	3912	100	7335
0	0	0	19	10	12	""	""	2755	58025	200	27	27	7	25	26	26	26	6	23	13	2	0	34561	0.167	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	1	1	1	1	1272	3525	100	7336
0	0	0	19	11	12	""	""	2960	58030	200	28	39	104	266	26	26	27	11	40	9	3	0	50057	1.091	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	2	13	2	13	1272	3596	100	7337
0	0	0	19	12	12	""	""	3245	58025	200	27	28	7	25	26	26	27	10	37	5	1	0	35155	0.100	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	1	2	1	2	1272	4286	100	7338
0	0	0	19	13	12	""	""	3525	58030	200	29	31	30	96	27	27	27	11	40	9	2	0	40007	0.364	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	2	4	2	4	1272	3891	100	7339
0	0	0	19	14	12	""	""	3765	58025	200	28	29	6	20	27	27	28	12	42	3	0	0	36285	0.083	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	1	2	1	2	1272	3736	100	7340
0	0	0	19	15	12	""	""	4025	58025	200	29	30	7	23	27	27	34	100	294	0	0	0	38117	-0.040	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	2	3	2	3	1272	3908	100	7341
0	0	0	19	16	12	""	""	4285	58025	200	28	28	5	17	28	28	36	115	319	0	0	0	35741	-0.070	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Error	0	0	0	0	1272	3908	100	7342
0	0	0	19	17	12	""	""	4545	58025	200	28	28	5	17	27	27	27	5	18	21	4	0	35980	0.200	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	1	1	1	1	1272	3908	100	7343
0	0	0	19	18	12	""	""	4805	58025	200	29	29	7	24	28	28	28	7	25	9	2	0	36810	0.143	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	1	1	1	1	1272	4520	100	7344
0	0	0	19	1	13	""	""	385	58285	200	26	27	6	22	25	25	27	39	144	0	0	0	33736	0.000	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	1	2	1	2	1272	4520	100	7345
0	0	0	19	2	13	""	""	645	58285	200	25	25	7	28	25	25	25	4	16	10	2	0	31726	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Error	0	0	0	0	1272	3863	100	7346
0	0	0	19	3	13	""	""	905	58285	200	25	24	4	16	24	24	24	4	16	12	2	0	31139	0.000	100000.000	0.000	0.000	0.000	0.000	0.000	0.000	16.610	1	0	1	0	1272	3625	100	7347
0	0	0	19	4	13	""	""	1165	58285	200	25	25	4	16	25	25	24	4	16	9	1	0	31197	0.250	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Error	0	0	0	0	1272	4106	100	7348
0	0	0	19	5	13	""	""	1425	58285	200	25	24	4	16	24	24	24	4	16	14	3	0	31096	0.000	100000.000	0.000	0.000	0.000	0.000	0.000	0.000	16.610	1	0	1	0	1272	3898	100	7349
0	0	0	19	6	13	""	""	1685	58285	200	25	25	4	16	24	24	24	4	16	13	3	0	31173	0.250	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	1	1	1	1	1272	3916	100	7350
0	0	0	19	7	13	""	""	1945	58285	200	25	25	4	16	25	25	25	5	20	7	0	0	31432	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Error	0	0	0	0	1272	4111	100	7351
0	0	0	19	8	13	""	""	2230	58280	200	25	25	5	20	25	25	25	7	28	4	0	0	31949	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Error	0	0	0	0	1272	3678	100	7352
0	0	0	19	9	13	""	""	2465	58285	200	26	28	19	67	26	26	26	8	30	5	2	0	35729	0.250	0.000	100000.000	0.000	0.000	0.000	0.000	0.000	Error	0	2	0	2	1272	3578	100	7353
0	0	0	19	10	13	""	""	2725	58285	200	26	26	5	19	26	26	26	5	19	11	2	0	33281	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Error	0	0	0	0	1272	3543	100	7354
0	0	0	19	11	13	""	""	2945	58280	200	26	27	5	18	26	26	26	11	42	1	0	0	33789	0.091	0.000	100000.000	0.000	0.000	0.000	0.000	0.000	Error	0	1	0	1	1272	3459	100	7355
0	0	0	19	12	13	""	""	3220	58285	200	26	26	4	15	26	26	26	4	15	15	3	0	33307	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Error	0	0	0	0	1272	4237	100	7356
0	0	0	19	13	13	""	""	3505	58285	200	27	27	4	14	26	26	27	11	40	1	0	0	33970	0.000	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	1	1	1	1	1272	4075	100	7357
0	0	0	19	14	13	""	""	3765	58285	200	28	30	11	36	27	27	28	11	39	5	2	0	37907	0.182	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	1	3	1	3	1272	3888	100	7358
0	0	0	19	15	13	""	""	4025	58285	200	28	29	6	20	27	27	28	7	25	14	2	0	36782	0.143	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	1	2	1	2	1272	3908	100	7359
0	0	0	19	16	13	""	""	4285	58285	200	28	28	6	21	27	27	28	6	21	11	0	0	35207	0.000	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	1	1	1	1	1272	3908	100	7360
0	0	0	19	17	13	""	""	4545	58285	200	28	29	12	41	28	28	29	19	65	1	1	0	37154	0.000	0.000	100000.000	0.000	0.000	0.000	0.000	0.000	Error	0	1	0	1	1272	3908	100	7361
0	0	0	19	18	13	""	""	4805	58285	200	28	28	5	17	28	28	28	18	64	0	0	0	35430	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Error	0	0	0	0	1272	4520	100	7362
0	0	0	19	1	14	""	""	385	58545	200	26	26	4	15	26	26	27	10	37	1	0	0	32669	-0.100	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Error	0	0	0	0	1272	4520	100	7363
0	0	0	19	2	14	""	""	645	58545	200	25	26	5	19	25	25	25	4	16	14	5	0	32515	0.250	0.000	100000.000	0.000	0.000	0.000	0.000	0.000	Error	0	1	0	1	1272	3908	100	7364
0	0	0	19	3	14	""	""	905	58545	200	24	24	4	16	24	24	24	4	16	12	3	0	30937	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Error	0	0	0	0	1272	3908	100	7365
0	0	0	19	4	14	""	""	1165	58545	200	24	24	6	25	24	24	24	4	16	13	3	0	30860	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Error	0	0	0	0	1272	3908	100	7366
0	0	0	19	5	14	""	""	1425	58545	200	25	24	4	16	24	24	24	4	16	12	2	0	30951	0.000	100000.000	0.000	0.000	0.000	0.000	0.000	0.000	16.610	1	0	1	0	1272	3908	100	7367
0	0	0	19	6	14	""	""	1685	58545	200	25	24	4	16	24	24	24	5	20	7	1	0	31030	0.000	100000.000	0.000	0.000	0.000	0.000	0.000	0.000	16.610	1	0	1	0	1272	3908	100	7368
0	0	0	19	7	14	""	""	1945	58545	200	25	25	4	16	25	25	25	5	20	8	0	0	31620	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Error	0	0	0	0	1272	4149	100	7369
0	0	0	19	8	14	""	""	2235	58550	200	25	25	4	16	25	25	25	5	20	12	2	0	32264	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Error	0	0	0	0	1272	3883	100	7370
0	0	0	19	9	14	""	""	2465	58545	200	25	25	5	20	25	25	25	5	20	12	2	0	32291	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Error	0	0	0	0	1272	3639	100	7371
0	0	0	19	10	14	""	""	2725	58545	200	26	26	5	19	25	25	25	7	28	8	1	0	32790	0.143	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	1	1	1	1	1272	3867	100	7372
0	0	0	19	11	14	""	""	2985	58545	200	26	26	5	19	26	26	26	6	23	10	1	0	33321	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Error	0	0	0	0	1272	3956	100	7373
0	0	0	19	12	14	""	""	3245	58545	200	26	26	4	15	26	26	26	5	19	10	1	0	33400	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Error	0	0	0	0	1272	3919	100	7374
